,person_id,session_id,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,LocationLatitude,LocationLongitude,econStatus,hour_of_day,age_18-24 years old,age_25-34 years old,age_35-44 years old,age_45-54 years old,age_55-64 years old,age_65+ years old,gender_Female,gender_Male,gender_Non-binary / third gender,employment_Retired,employment_Student,employment_Unemployed and looking for work,employment_Working full-time,employment_Working part-time,maritalStatus_Living with a partner,maritalStatus_Married,maritalStatus_Never been married,maritalStatus_Widowed,ethnicity_Black/African American,ethnicity_Hispanic/Latino,ethnicity_White/Caucasian,"ethnicity_White/Caucasian,Black/African American",timezone_America/Chicago,timezone_America/Detroit,timezone_America/Los_Angeles,timezone_America/New_York,timezone_Europe/London
3582,9,2.0,2,1,2,1,0,1,1,2,48,0,0,2,0,1,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3583,9,2.0,2,2,2,0,0,1,2,1,8,0,1,2,1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3584,9,2.0,4,2,2,2,0,0,2,1,5,0,2,4,2,0,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3585,9,2.0,0,1,3,0,0,1,1,0,7,0,3,0,0,2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3586,9,2.0,4,0,1,2,0,1,3,0,4,1,4,4,-1,-2,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3587,9,2.0,0,1,1,0,0,2,3,2,15,0,5,0,-1,-2,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3588,9,2.0,4,1,2,1,2,2,3,2,7,0,6,2,-1,-1,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3589,9,2.0,4,2,1,0,4,2,3,1,9,0,7,0,0,-2,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3590,9,2.0,4,1,3,0,4,0,1,1,6,0,8,0,1,2,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3591,9,2.0,2,2,3,1,0,1,3,0,6,1,9,2,1,0,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3592,9,2.0,2,2,3,2,2,1,1,2,8,0,10,0,1,2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3593,9,2.0,0,1,2,1,4,0,3,1,5,0,11,-4,1,-1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3594,9,2.0,2,2,1,0,2,0,1,2,5,0,12,0,2,0,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3595,9,2.0,2,1,2,0,0,0,2,1,9,0,13,2,1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3596,9,2.0,4,0,-1,2,0,2,3,0,4,1,14,4,-2,-4,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3597,9,2.0,0,1,3,0,0,2,3,1,7,0,15,0,-1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3598,9,2.0,2,2,2,2,2,0,1,1,8,0,16,0,2,1,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3599,9,2.0,4,1,1,0,4,2,1,1,5,0,17,0,-1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3600,9,2.0,2,2,3,0,4,1,3,0,6,0,18,-2,1,0,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3601,9,2.0,2,1,3,0,0,2,2,2,7,1,19,2,-1,1,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3602,9,2.0,0,1,2,0,0,0,3,0,6,0,20,0,1,-1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3603,9,2.0,4,0,1,0,4,0,1,2,5,0,21,0,0,0,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3604,9,2.0,4,2,1,0,4,1,2,0,5,0,22,0,1,-1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3605,9,2.0,0,0,2,0,0,0,3,1,4,0,23,0,0,-1,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3606,9,2.0,4,2,2,1,2,0,1,1,5,0,24,2,2,1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3607,9,2.0,4,2,3,1,0,1,3,2,9,0,25,4,1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3608,9,2.0,4,2,3,2,0,1,2,2,6,0,26,4,1,1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3609,9,2.0,0,1,2,0,4,2,3,2,5,0,27,-4,-1,-1,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3610,9,2.0,2,2,2,1,0,0,2,2,6,0,28,2,2,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3611,9,2.0,0,1,3,1,4,2,1,1,5,0,29,-4,-1,2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3612,9,2.0,4,0,2,0,2,0,1,2,116,0,30,2,0,1,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3613,9,2.0,2,1,1,2,2,2,3,0,8,1,31,0,-1,-2,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3614,9,2.0,4,0,1,2,0,2,3,0,4,1,32,4,-2,-2,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3615,9,2.0,4,0,1,2,0,0,3,0,6,1,33,4,0,-2,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3616,9,2.0,4,1,1,1,2,1,3,1,5,1,34,2,0,-2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3617,9,2.0,4,0,3,0,4,1,1,0,5,1,35,0,-1,2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3618,9,2.0,2,2,3,2,2,0,1,2,4,0,36,0,2,2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3619,9,2.0,0,2,3,0,4,0,-1,2,4,0,37,-4,2,4,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3620,9,2.0,2,1,3,0,4,0,3,1,4,0,38,-2,1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3621,9,2.0,4,2,1,1,0,1,3,1,3,0,39,4,1,-2,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3622,9,2.0,0,2,3,2,2,0,3,1,5,0,40,-2,2,0,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3623,9,2.0,0,1,2,2,4,0,1,2,4,0,41,-4,1,1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3624,9,2.0,4,1,2,1,2,1,3,0,8,0,42,2,0,-1,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3625,9,2.0,0,0,3,0,0,0,2,1,5,0,43,0,0,1,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3626,9,2.0,0,1,3,1,0,2,1,2,5,1,44,0,-1,2,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3627,9,2.0,4,0,2,0,2,1,2,1,4,1,45,2,-1,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3628,9,2.0,0,0,3,2,0,1,2,0,3,1,46,0,-1,1,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3629,9,2.0,2,0,1,1,0,1,2,1,6,1,47,2,-1,-1,0,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3630,9,2.0,2,2,2,1,0,1,2,0,4,0,48,2,1,0,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3631,9,2.0,2,1,1,0,4,0,3,1,5,0,49,-2,1,-2,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3632,9,2.0,0,0,1,2,4,1,3,0,5,1,50,-4,-1,-2,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3633,9,2.0,0,0,2,0,0,2,2,1,3,1,51,0,-2,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3634,9,2.0,0,0,2,2,2,2,2,0,3,1,52,-2,-2,0,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3635,9,2.0,0,1,3,1,2,1,3,2,4,0,53,-2,0,0,-1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3636,9,2.0,2,0,2,1,2,1,3,0,4,1,54,0,-1,-1,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3637,9,2.0,0,2,3,0,0,1,1,2,3,0,55,0,1,2,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3638,9,2.0,0,2,3,0,4,0,-1,2,5,0,56,-4,2,4,-2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3639,9,2.0,0,0,3,2,4,2,2,0,3,1,57,-4,-2,1,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3640,9,2.0,0,1,2,2,2,0,2,0,4,0,58,-2,1,0,2,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3641,9,2.0,4,2,2,1,0,2,2,0,4,1,59,4,0,0,1,47.663101196289055,-122.30290222167967,15,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3642,3,6.0,2,2,2,0,4,2,1,1,19,0,0,-2,0,1,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3643,3,6.0,2,0,2,0,2,1,3,0,5,1,1,0,-1,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3644,3,6.0,4,1,1,0,4,0,1,1,6,0,2,0,1,0,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3645,3,6.0,0,2,3,0,4,0,-1,2,8,0,3,-4,2,4,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3646,3,6.0,2,2,1,2,0,2,3,1,6,1,4,2,0,-2,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3647,3,6.0,2,1,1,2,2,0,3,1,6,0,5,0,1,-2,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3648,3,6.0,4,2,1,0,0,1,3,0,5,1,6,4,1,-2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3649,3,6.0,4,1,1,1,0,0,1,0,4,1,7,4,1,0,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3650,3,6.0,4,2,1,0,0,1,3,1,6,1,8,4,1,-2,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3651,3,6.0,4,0,1,2,2,0,3,2,4,1,9,2,0,-2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3652,3,6.0,4,2,2,1,4,0,1,2,4,0,10,0,2,1,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3653,3,6.0,2,1,1,2,4,1,2,2,6,0,11,-2,0,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3654,3,6.0,2,0,1,0,4,0,3,2,5,0,12,-2,0,-2,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3655,3,6.0,0,1,3,1,4,0,2,1,4,0,13,-4,1,1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3656,3,6.0,4,0,1,2,0,0,3,0,7,1,14,4,0,-2,2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3657,3,6.0,4,0,3,1,4,1,1,1,6,1,15,0,-1,2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3658,3,6.0,4,0,2,1,0,0,3,1,4,1,16,4,0,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3659,3,6.0,4,2,1,0,4,1,3,0,6,0,17,0,1,-2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3660,3,6.0,2,0,2,2,2,1,3,1,7,1,18,0,-1,-1,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3661,3,6.0,0,0,1,0,4,2,2,1,4,1,19,-4,-2,-1,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3662,3,6.0,0,2,1,0,2,0,1,2,5,0,20,-2,2,0,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3663,3,6.0,2,0,2,0,0,1,2,2,4,1,21,2,-1,0,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3664,3,6.0,0,2,3,0,4,0,-1,2,4,0,22,-4,2,4,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3665,3,6.0,0,0,2,2,2,0,1,2,5,0,23,-2,0,1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3666,3,6.0,4,0,2,1,4,1,3,1,5,1,24,0,-1,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3667,3,6.0,0,2,3,0,0,2,1,0,4,0,25,0,0,2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3668,3,6.0,2,2,1,1,2,0,2,1,8,0,26,0,2,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3669,3,6.0,0,0,2,1,0,1,3,1,7,1,27,0,-1,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3670,3,6.0,2,1,2,2,0,1,3,0,4,1,28,2,0,-1,2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3671,3,6.0,4,1,1,0,2,1,1,2,5,1,29,2,0,0,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3672,3,6.0,4,0,1,2,0,2,3,0,40,1,30,4,-2,-2,2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3673,3,6.0,0,1,3,0,4,0,1,2,3,0,31,-4,1,2,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3674,3,6.0,2,2,2,0,0,0,2,2,4,0,32,2,2,0,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3675,3,6.0,4,2,1,1,4,2,2,1,6,1,33,0,0,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3676,3,6.0,4,2,3,1,4,1,3,0,5,0,34,0,1,0,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3677,3,6.0,4,1,3,1,0,2,3,2,3,1,35,4,-1,0,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3678,3,6.0,0,1,2,0,2,2,1,1,4,1,36,-2,-1,1,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3679,3,6.0,0,2,2,1,0,2,3,0,5,1,37,0,0,-1,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3680,3,6.0,0,0,2,1,2,1,3,0,5,1,38,-2,-1,-1,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3681,3,6.0,4,0,1,2,4,2,3,2,5,1,39,0,-2,-2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3682,3,6.0,4,0,1,2,0,0,3,0,5,1,40,4,0,-2,2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3683,3,6.0,4,2,3,2,4,1,1,2,5,0,41,0,1,2,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3684,3,6.0,4,0,1,2,4,1,3,1,6,1,42,0,-1,-2,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3685,3,6.0,0,0,2,1,2,1,2,0,4,1,43,-2,-1,0,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3686,3,6.0,0,0,2,1,4,1,3,0,4,0,44,-4,-1,-1,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3687,3,6.0,4,2,3,2,2,2,1,0,5,1,45,2,0,2,2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3688,3,6.0,0,1,1,0,0,1,3,2,4,1,46,0,0,-2,-2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3689,3,6.0,2,1,1,1,0,1,1,0,4,1,47,2,0,0,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3690,3,6.0,2,1,2,1,0,2,3,2,4,1,48,2,-1,-1,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3691,3,6.0,4,2,1,1,0,1,2,1,5,1,49,4,1,-1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3692,3,6.0,2,2,1,0,0,2,1,1,5,1,50,2,0,0,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3693,3,6.0,4,2,3,0,0,2,2,0,4,1,51,4,0,1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3694,3,6.0,2,1,2,1,0,2,1,1,5,1,52,2,-1,1,0,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3695,3,6.0,2,2,3,2,4,0,2,1,5,0,53,-2,2,1,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3696,3,6.0,4,0,-1,2,0,2,3,0,4,1,54,4,-2,-4,2,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3697,3,6.0,0,0,1,2,2,2,3,1,4,1,55,-2,-2,-2,1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3698,3,6.0,0,1,1,0,2,2,2,1,4,1,56,-2,-1,-1,-1,42.11140441894531,-77.94219970703125,35,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
